"","year","quarter","industry1","industry2","industry3","total_employment","employment_change","job_vacancy_rate","recruitment_rate","resignation_rate","retrench_rate","emp_ch_rate","Year"
"911",2017,3,"manufacturing","manufacturing","food, beverages and tobacco",49000,600,1.9,2.9,2.3,30,1.22448979591837,"2017 Q3"
"912",2017,3,"services","education, health and social services","health and social services",157100,1000,2.7,1.6,1.1,10,0.63653723742839,"2017 Q3"
"913",2017,3,"services","financial and insurance services","insurance services",37900,700,2.6,2.6,1.8,0,1.84696569920844,"2017 Q3"
"914",2017,3,"services","information and communications","it and other information services",93100,900,4.4,2.3,1.9,70,0.966702470461869,"2017 Q3"
"915",2017,3,"services","transportation and storage","land transport and supporting services",102800,800,2,2,1.5,150,0.778210116731518,"2017 Q3"
"916",2017,3,"services","professional services","legal, accounting and management services",120200,1800,2.7,2.9,1.6,140,1.49750415973378,"2017 Q3"
"917",2017,3,"services","administrative and support services","other administrative and support services",116000,-1300,2.4,5.7,3.2,70,-1.12068965517241,"2017 Q3"
"918",2017,3,"services","art, entertainment, recreation and other services","other community, social and personal services",353600,2400,3.6,1.7,1.3,30,0.678733031674208,"2017 Q3"
"919",2017,3,"manufacturing","manufacturing","other manufacturing industries",63800,300,1.6,1.7,1.2,10,0.470219435736677,"2017 Q3"
"920",2017,3,"services","professional services","other professional services",57500,300,3,1.8,1.5,30,0.521739130434783,"2017 Q3"
"921",2017,3,"services","transportation and storage","other transportation and storage services",69000,100,3.5,2.3,1.8,40,0.144927536231884,"2017 Q3"
"922",2017,3,"manufacturing","manufacturing","paper / rubber / plastic products and printing",31200,-500,1.3,2,1.7,60,-1.6025641025641,"2017 Q3"
"923",2017,3,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",60100,-2000,1.6,1.5,1,50,-3.32778702163062,"2017 Q3"
"924",2017,3,"services","education, health and social services","public administration and education",245300,0,2.9,1.1,0.7,0,0,"2017 Q3"
"925",2017,3,"services","wholesale and retail trade","retail trade",164500,-800,3.1,3.7,2.9,30,-0.486322188449848,"2017 Q3"
"926",2017,3,"services","administrative and support services","security and investigation",46900,1000,4.9,3.5,3,0,2.13219616204691,"2017 Q3"
"927",2017,3,"services","information and communications","telecommunications, broadcasting and publishing",40100,100,2.6,1.8,1.4,170,0.249376558603491,"2017 Q3"
"928",2017,3,"manufacturing","manufacturing","transport equipment",98700,-2200,1.1,1.7,1.5,290,-2.2289766970618,"2017 Q3"
"929",2017,3,"services","transportation and storage","water transport and supporting services",46400,-100,0.9,1.6,0.8,100,-0.21551724137931,"2017 Q3"
"930",2017,3,"services","wholesale and retail trade","wholesale trade",320700,700,2,2,1.6,490,0.218272528843156,"2017 Q3"
"931",2017,4,"services","accommodation and food services","accommodation",35000,-200,6.4,2.1,1.8,50,-0.571428571428571,"2017 Q4"
"932",2017,4,"services","transportation and storage","air transport and supporting services",32900,2000,2.2,1.2,0.8,0,6.0790273556231,"2017 Q4"
"933",2017,4,"services","professional services","architectural and engineering services",59200,-100,1.8,1.7,1.6,160,-0.168918918918919,"2017 Q4"
"934",2017,4,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",56100,400,2.8,1.7,1.3,0,0.71301247771836,"2017 Q4"
"935",2017,4,"services","administrative and support services","cleaning and landscaping",75500,700,2.2,4.9,4.3,0,0.927152317880795,"2017 Q4"
"936",2017,4,"construction","construction","construction",451800,-5600,0.6,1.5,1.8,400,-1.23948649845064,"2017 Q4"
"937",2017,4,"manufacturing","manufacturing","electronic, computer and optical products",91600,2400,2.4,2.5,1.3,580,2.62008733624454,"2017 Q4"
"938",2017,4,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",99300,-100,1.6,1.5,1.3,180,-0.100704934541793,"2017 Q4"
"939",2017,4,"services","financial and insurance services","financial services",150300,-900,3,1.8,1.2,340,-0.598802395209581,"2017 Q4"
"940",2017,4,"services","accommodation and food services","food and beverage services",219700,3100,3.5,4.3,3.9,60,1.41101502048248,"2017 Q4"
"941",2017,4,"manufacturing","manufacturing","food, beverages and tobacco",49700,700,1.9,2.8,2.1,80,1.40845070422535,"2017 Q4"
"942",2017,4,"services","education, health and social services","health and social services",158400,1300,2.6,1.4,0.9,10,0.820707070707071,"2017 Q4"
"943",2017,4,"services","financial and insurance services","insurance services",38200,300,3.4,1.8,1.5,20,0.785340314136126,"2017 Q4"
"944",2017,4,"services","information and communications","it and other information services",93900,800,5.1,2.3,1.9,90,0.851970181043664,"2017 Q4"
"945",2017,4,"services","transportation and storage","land transport and supporting services",103800,1000,2.1,1.7,1.1,10,0.963391136801541,"2017 Q4"
"946",2017,4,"services","professional services","legal, accounting and management services",120800,600,2.2,1.9,1.5,150,0.496688741721854,"2017 Q4"
"947",2017,4,"services","administrative and support services","other administrative and support services",118200,2200,3.1,4.9,2.9,40,1.86125211505922,"2017 Q4"
"948",2017,4,"services","art, entertainment, recreation and other services","other community, social and personal services",355600,2000,2,2,2,70,0.562429696287964,"2017 Q4"
"949",2017,4,"manufacturing","manufacturing","other manufacturing industries",63700,-100,1.4,1.4,1.2,90,-0.156985871271586,"2017 Q4"
"950",2017,4,"services","professional services","other professional services",57800,300,2.5,2.1,1.6,50,0.519031141868512,"2017 Q4"
"951",2017,4,"services","transportation and storage","other transportation and storage services",69600,600,2.8,2.4,1.8,240,0.862068965517241,"2017 Q4"
"952",2017,4,"manufacturing","manufacturing","paper / rubber / plastic products and printing",30800,-400,1.5,1.3,1.6,280,-1.2987012987013,"2017 Q4"
"953",2017,4,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",59400,-700,1.4,1.3,0.7,20,-1.17845117845118,"2017 Q4"
"954",2017,4,"services","education, health and social services","public administration and education",245700,400,2.7,0.8,0.5,20,0.162800162800163,"2017 Q4"
"955",2017,4,"services","wholesale and retail trade","retail trade",168400,3900,3.1,4.1,2.6,20,2.31591448931116,"2017 Q4"
"956",2017,4,"services","administrative and support services","security and investigation",47100,200,4.9,4.1,3,0,0.424628450106157,"2017 Q4"
"957",2017,4,"services","information and communications","telecommunications, broadcasting and publishing",40200,100,1.9,1.6,1.1,90,0.248756218905473,"2017 Q4"
"958",2017,4,"manufacturing","manufacturing","transport equipment",95500,-3200,1.2,1,1.4,110,-3.35078534031414,"2017 Q4"
"959",2017,4,"services","transportation and storage","water transport and supporting services",46000,-400,0.4,1,0.8,40,-0.869565217391304,"2017 Q4"
"960",2017,4,"services","wholesale and retail trade","wholesale trade",321700,1000,2.1,1.7,1.4,480,0.310848616723656,"2017 Q4"
"961",2018,1,"services","accommodation and food services","accommodation",34600,-500,6.7,2.4,2.5,10,-1.44508670520231,"2018 Q1"
"962",2018,1,"services","transportation and storage","air transport and supporting services",33100,200,2.3,1.4,1,20,0.604229607250755,"2018 Q1"
"963",2018,1,"services","professional services","architectural and engineering services",59000,-200,2.4,2.9,1.6,80,-0.338983050847458,"2018 Q1"
"964",2018,1,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",56400,300,3.7,1.8,1.5,0,0.531914893617021,"2018 Q1"
"965",2018,1,"services","administrative and support services","cleaning and landscaping",75700,200,2.8,4.9,4.3,30,0.264200792602378,"2018 Q1"
"966",2018,1,"construction","construction","construction",446100,-5700,0.5,1.8,1.6,350,-1.27774041694687,"2018 Q1"
"967",2018,1,"manufacturing","manufacturing","electronic, computer and optical products",90000,-1600,3.2,1.6,1.9,110,-1.77777777777778,"2018 Q1"
"968",2018,1,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",99200,0,1.8,1.8,1.5,130,0,"2018 Q1"
"969",2018,1,"services","financial and insurance services","financial services",152200,1800,3.2,1.7,1,260,1.1826544021025,"2018 Q1"
"970",2018,1,"services","accommodation and food services","food and beverage services",219200,-600,3,3.8,3.4,30,-0.273722627737226,"2018 Q1"
"971",2018,1,"manufacturing","manufacturing","food, beverages and tobacco",50100,400,2,3,2.7,40,0.798403193612774,"2018 Q1"
"972",2018,1,"services","education, health and social services","health and social services",160300,1900,3,1.6,1.3,10,1.18527760449158,"2018 Q1"
"973",2018,1,"services","financial and insurance services","insurance services",38500,400,3.2,2,1.3,30,1.03896103896104,"2018 Q1"
"974",2018,1,"services","information and communications","it and other information services",95200,1200,6.1,2.4,1.8,70,1.26050420168067,"2018 Q1"
"975",2018,1,"services","transportation and storage","land transport and supporting services",105400,1800,2.4,1.9,1.4,10,1.70777988614801,"2018 Q1"
"976",2018,1,"services","professional services","legal, accounting and management services",122300,1500,3,2.3,1.6,120,1.22649223221586,"2018 Q1"
"977",2018,1,"services","administrative and support services","other administrative and support services",119500,1200,2.4,5.5,2.3,40,1.00418410041841,"2018 Q1"
"978",2018,1,"services","art, entertainment, recreation and other services","other community, social and personal services",359000,3400,2.4,2.4,2.2,10,0.947075208913649,"2018 Q1"
"979",2018,1,"manufacturing","manufacturing","other manufacturing industries",64000,200,1.8,1.4,1.4,70,0.3125,"2018 Q1"
"980",2018,1,"services","professional services","other professional services",57600,-100,3,2.1,1.7,30,-0.173611111111111,"2018 Q1"
"981",2018,1,"services","transportation and storage","other transportation and storage services",69800,300,3.5,2.4,2.1,50,0.429799426934097,"2018 Q1"
"982",2018,1,"manufacturing","manufacturing","paper / rubber / plastic products and printing",30500,-300,1.7,1.9,1.8,30,-0.983606557377049,"2018 Q1"
"983",2018,1,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",60200,600,2.5,1.4,0.9,70,0.996677740863787,"2018 Q1"
"984",2018,1,"services","education, health and social services","public administration and education",247500,1800,2.7,1.1,0.7,10,0.727272727272727,"2018 Q1"
"985",2018,1,"services","wholesale and retail trade","retail trade",166700,-1700,3.5,3.8,3.7,70,-1.01979604079184,"2018 Q1"
"986",2018,1,"services","administrative and support services","security and investigation",47700,600,4.5,4.1,3.2,10,1.25786163522013,"2018 Q1"
"987",2018,1,"services","information and communications","telecommunications, broadcasting and publishing",40300,0,2.6,1.6,1.5,130,0,"2018 Q1"
"988",2018,1,"manufacturing","manufacturing","transport equipment",92500,-3100,2.2,1.1,1.3,70,-3.35135135135135,"2018 Q1"
"989",2018,1,"services","transportation and storage","water transport and supporting services",45700,-200,1.4,1.1,1,50,-0.437636761487965,"2018 Q1"
"990",2018,1,"services","wholesale and retail trade","wholesale trade",321600,-200,2.2,1.9,1.6,380,-0.0621890547263682,"2018 Q1"
"991",2018,2,"services","accommodation and food services","accommodation",33900,-700,10.7,3.5,3.1,0,-2.06489675516224,"2018 Q2"
"992",2018,2,"services","transportation and storage","air transport and supporting services",33400,300,3.6,2.1,1,0,0.898203592814371,"2018 Q2"
"993",2018,2,"services","professional services","architectural and engineering services",59400,400,2.2,3.3,1.7,90,0.673400673400673,"2018 Q2"
"994",2018,2,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",56600,200,3,2,1.9,10,0.353356890459364,"2018 Q2"
"995",2018,2,"services","administrative and support services","cleaning and landscaping",75500,-200,2.7,5.2,4.5,0,-0.264900662251656,"2018 Q2"
"996",2018,2,"construction","construction","construction",445400,-700,0.7,2.3,2,470,-0.157162101481814,"2018 Q2"
"997",2018,2,"manufacturing","manufacturing","electronic, computer and optical products",90100,100,3,2.2,1.8,210,0.110987791342952,"2018 Q2"
"998",2018,2,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",98600,-600,2.2,2.2,1.7,220,-0.608519269776876,"2018 Q2"
"999",2018,2,"services","financial and insurance services","financial services",153600,1400,3.4,2.2,1.5,320,0.911458333333333,"2018 Q2"
"1000",2018,2,"services","accommodation and food services","food and beverage services",218200,-1000,3.2,4.2,3.8,40,-0.458295142071494,"2018 Q2"
"1001",2018,2,"manufacturing","manufacturing","food, beverages and tobacco",50300,200,1.9,3.6,3.3,70,0.397614314115308,"2018 Q2"
"1002",2018,2,"services","education, health and social services","health and social services",162300,2000,3.1,1.8,1.2,0,1.23228589032656,"2018 Q2"
"1003",2018,2,"services","financial and insurance services","insurance services",38900,400,4.1,2.2,1.9,10,1.02827763496144,"2018 Q2"
"1004",2018,2,"services","information and communications","it and other information services",97100,1900,5.7,2.8,2,100,1.956745623069,"2018 Q2"
"1005",2018,2,"services","transportation and storage","land transport and supporting services",106800,1400,2.5,2,1.6,150,1.31086142322097,"2018 Q2"
"1006",2018,2,"services","professional services","legal, accounting and management services",122900,600,3.6,2.1,1.7,200,0.48820179007323,"2018 Q2"
"1007",2018,2,"services","administrative and support services","other administrative and support services",119900,400,2.8,5.5,2.7,50,0.333611342785655,"2018 Q2"
"1008",2018,2,"services","art, entertainment, recreation and other services","other community, social and personal services",358900,-100,3.3,2.8,2.7,10,-0.0278629144608526,"2018 Q2"
