"","industry","occupation","jobtitle","company","jobspec","careerlevel","salary","qualifications","jobtype","experience","joblink"
"257","Information And Communications","Sales Manager","Sales Manager","Vard Singapore Pte Ltd","Information And Communications","Manager","SGD 8,000 , SGD 12,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/sales-manager-8941522?jobId=jobstreet-sg-job-8941522&sectionRank=3&token=0~da108ff4-8bbc-4fec-8d0f-b48a2d2f264e&fr=SRP%20Job%20Listing"
"258","Information And Communications","Sales Manager","Sales Manager","Dnkh Logistics Pte Ltd","Information And Communications","Senior Manager","SGD 3,500 , SGD 4,900","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/sales-manager-8990977?jobId=jobstreet-sg-job-8990977&sectionRank=6&token=0~da108ff4-8bbc-4fec-8d0f-b48a2d2f264e&fr=SRP%20Job%20Listing"
"259","Information And Communications","Sales Manager","Sales Account Manager","Glodon International Pte. Ltd.","Information And Communications","Junior Executive","SGD 3,000 , SGD 4,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/sales-account-manager-8938120?jobId=jobstreet-sg-job-8938120&sectionRank=9&token=0~da108ff4-8bbc-4fec-8d0f-b48a2d2f264e&fr=SRP%20Job%20Listing"
"260","Information And Communications","Sales Manager","Sales Accounts Manager- Event Tech","Globalsign.in Pte Ltd","Information And Communications","Senior Manager","SGD 4,000 , SGD 6,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","4 years","https://www.jobstreet.com.sg//en/job/sales-accounts-manager-event-tech-8945761?jobId=jobstreet-sg-job-8945761&sectionRank=10&token=0~da108ff4-8bbc-4fec-8d0f-b48a2d2f264e&fr=SRP%20Job%20Listing"
"261","Information And Communications","Sales Manager","Sales &Amp; Business Development Manager","Tria Pte Ltd","Information And Communications","Manager","SGD 5,000 , SGD 6,000","Not Specified","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/sales-business-development-manager-8949637?jobId=jobstreet-sg-job-8949637&sectionRank=13&token=0~da108ff4-8bbc-4fec-8d0f-b48a2d2f264e&fr=SRP%20Job%20Listing"
"262","Information And Communications","Sales Manager","Account Manager - Indonesia/Philippines/Vietnam","Cdnetworks Singapore","Information And Communications","Senior Executive","SGD 6,000 , SGD 9,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/account-manager-indonesia-philippines-vietnam-8937786?jobId=jobstreet-sg-job-8937786&sectionRank=16&token=0~da108ff4-8bbc-4fec-8d0f-b48a2d2f264e&fr=SRP%20Job%20Listing"
"263","Information And Communications","Sales Manager","Account Manager (Sales)","Eventionapp","Information And Communications","Senior Executive","SGD 3,000 , SGD 6,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/account-manager-sales-8982442?jobId=jobstreet-sg-job-8982442&sectionRank=19&token=0~da108ff4-8bbc-4fec-8d0f-b48a2d2f264e&fr=SRP%20Job%20Listing"
"264","Information And Communications","Sales Manager","Sales Manager","Imin Technology Pte Ltd","Information And Communications","Senior Executive","SGD 3,500 , SGD 6,500","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/sales-manager-8917571?jobId=jobstreet-sg-job-8917571&sectionRank=25&token=0~da108ff4-8bbc-4fec-8d0f-b48a2d2f264e&fr=SRP%20Job%20Listing"
"265","Information And Communications","Sales Manager","Account Manager","Company Confidential","Information And Communications","Manager","SGD 4,000 , SGD 6,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/account-manager-8997750?jobId=jobstreet-sg-job-8997750&sectionRank=28&token=0~da108ff4-8bbc-4fec-8d0f-b48a2d2f264e&fr=SRP%20Job%20Listing"
"266","Information And Communications","Sales Manager","Sales Telco Services","Softnet Eu Pte","Information And Communications","Junior Executive","SGD 3,000 , SGD 5,000","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/sales-telco-services-8963524?jobId=jobstreet-sg-job-8963524&sectionRank=30&token=0~da108ff4-8bbc-4fec-8d0f-b48a2d2f264e&fr=SRP%20Job%20Listing"
"267","Information And Communications","Sales Manager","Sales Executive","Rah Tech Pte Ltd","Information And Communications","Junior Executive","SGD 3,600 , SGD 5,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/sales-executive-8977223?jobId=jobstreet-sg-job-8977223&sectionRank=32&token=0~21e86bba-a289-4a74-a9fb-cb58320ccc90&fr=SRP%20Job%20Listing"
"268","Information And Communications","Sales Manager","Sales Manager","Company Confidential","Information And Communications","Manager","SGD 4,000 , SGD 5,600","Higher Secondary/Pre-U/'A' Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/sales-manager-8946123?jobId=jobstreet-sg-job-8946123&sectionRank=35&token=0~21e86bba-a289-4a74-a9fb-cb58320ccc90&fr=SRP%20Job%20Listing"
"269","Information And Communications","Sales Manager","Sales Manager (Singapore Market)","Egentic Asia Pacific Pte Ltd","Information And Communications","Manager","SGD 4,000 , SGD 5,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","4 years","https://www.jobstreet.com.sg//en/job/sales-manager-singapore-market-8965711?jobId=jobstreet-sg-job-8965711&sectionRank=41&token=0~21e86bba-a289-4a74-a9fb-cb58320ccc90&fr=SRP%20Job%20Listing"
"270","Information And Communications","Sales Manager","Sales Manager (Malaysia Market)","Egentic Asia Pacific Pte Ltd","Information And Communications","Manager","SGD 4,000 , SGD 5,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","4 years","https://www.jobstreet.com.sg//en/job/sales-manager-malaysia-market-8965770?jobId=jobstreet-sg-job-8965770&sectionRank=42&token=0~21e86bba-a289-4a74-a9fb-cb58320ccc90&fr=SRP%20Job%20Listing"
"271","Information And Communications","Sales Manager","Senior Sales Executive","Temenos Singapore Pte Ltd","Information And Communications","Senior Executive","SGD 8,000 , SGD 12,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/senior-sales-executive-8944712?jobId=jobstreet-sg-job-8944712&sectionRank=43&token=0~21e86bba-a289-4a74-a9fb-cb58320ccc90&fr=SRP%20Job%20Listing"
"272","Information And Communications","Sales Manager","Sales And Marketing Manager","Novena Surgery Pte Ltd","Information And Communications","Manager","SGD 3,000 , SGD 4,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/sales-and-marketing-manager-8966427?jobId=jobstreet-sg-job-8966427&sectionRank=46&token=0~21e86bba-a289-4a74-a9fb-cb58320ccc90&fr=SRP%20Job%20Listing"
"273","Information And Communications","Sales Manager","Sales Manager- Moulding","Company Confidential","Information And Communications","Senior Manager","SGD 5,000 , SGD 7,000","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","10 years","https://www.jobstreet.com.sg//en/job/sales-manager-moulding-8962604?jobId=jobstreet-sg-job-8962604&sectionRank=48&token=0~21e86bba-a289-4a74-a9fb-cb58320ccc90&fr=SRP%20Job%20Listing"
"274","Information And Communications","Sales Manager","Account Manager (Sales)","Karooooo Management Company Pte Ltd","Information And Communications","Senior Executive","SGD 3,000 , SGD 4,200","Not Specified","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/account-manager-sales-8962810?jobId=jobstreet-sg-job-8962810&sectionRank=53&token=0~21e86bba-a289-4a74-a9fb-cb58320ccc90&fr=SRP%20Job%20Listing"
"275","Information And Communications","Sales Manager","Business Development Manager","Pico Guards Pte Ltd","Information And Communications","Manager","SGD 5,000 , SGD 6,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/business-development-manager-8958295?jobId=jobstreet-sg-job-8958295&sectionRank=79&token=0~96592fae-87eb-49f9-ab62-bcec57b84d48&fr=SRP%20Job%20Listing"
"276","Information And Communications","Sales Manager","Corporate &Amp; Marketing Communications Executive","Metropolitan Ymca Singapore","Information And Communications","Senior Executive","SGD 2,400 , SGD 3,200","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/corporate-marketing-communications-executive-8940117?jobId=jobstreet-sg-job-8940117&sectionRank=86&token=0~96592fae-87eb-49f9-ab62-bcec57b84d48&fr=SRP%20Job%20Listing"
"277","Information And Communications","Sales Manager","Sales Manager(Ecm Product)","Aishu Technology Singapore Pte. Ltd.","Information And Communications","Manager","SGD 6,000 , SGD 10,000","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/sales-manager-ecm-product-4710989/origin/my?jobId=jobstreet-my-job-4710989&sectionRank=90&token=0~96592fae-87eb-49f9-ab62-bcec57b84d48&fr=SRP%20Job%20Listing"
"278","Information And Communications","Network/Infrastructure Architect, Engineer And Specialist","It Infrastructure Project Manager","Wilmar International Limited","Information And Communications","Manager","SGD 7,500 , SGD 10,500","Professional Certificate/NiTEC","Full-Time","6 years","https://www.jobstreet.com.sg//en/job/it-infrastructure-project-manager-8919373?jobId=jobstreet-sg-job-8919373&sectionRank=7&token=0~41a6ae6e-4547-4cd4-8a41-3f8589cebe4f&fr=SRP%20Job%20Listing"
"279","Information And Communications","Network/Infrastructure Architect, Engineer And Specialist","Infrastructure Solution Architect","Genesis Networks Pte Ltd","Information And Communications","Senior Executive","SGD 4,000 , SGD 6,000","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/infrastructure-solution-architect-8961150?jobId=jobstreet-sg-job-8961150&sectionRank=25&token=0~41a6ae6e-4547-4cd4-8a41-3f8589cebe4f&fr=SRP%20Job%20Listing"
"280","Information And Communications","Network/Infrastructure Architect, Engineer And Specialist","Senior Service Manager-Banking","Harbour Group (Singapore) Pte. Ltd.","Information And Communications","Manager","SGD 7,000 , SGD 8,500","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","10 years","https://www.jobstreet.com.sg//en/job/senior-service-manager-banking-8831738?jobId=jobstreet-sg-job-8831738&sectionRank=68&token=0~d86f6db2-54fb-4d69-8eac-ca4ee35d1d96&fr=SRP%20Job%20Listing"
"281","Information And Communications","Marketing Manager","Digital Marketing Manager","Worldroamer Pte Ltd","Information And Communications","Manager","SGD 5,000 , SGD 5,500","Professional Certificate/NiTEC","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/digital-marketing-manager-8964360?jobId=jobstreet-sg-job-8964360&sectionRank=4&token=0~fdd7b92b-49d8-47f0-ab55-4831f1eacb06&fr=SRP%20Job%20Listing"
"282","Information And Communications","Marketing Manager","Marketing Manager","Far Ocean Sea Products (Private) Limited","Information And Communications","Manager","SGD 4,500 , SGD 6,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/marketing-manager-8947463?jobId=jobstreet-sg-job-8947463&sectionRank=14&token=0~fdd7b92b-49d8-47f0-ab55-4831f1eacb06&fr=SRP%20Job%20Listing"
"283","Information And Communications","Marketing Manager","Marketing Manager","Bata Shoe (Singapore) Private Limited","Information And Communications","Manager","SGD 4,500 , SGD 6,500","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","4 years","https://www.jobstreet.com.sg//en/job/marketing-manager-8940185?jobId=jobstreet-sg-job-8940185&sectionRank=16&token=0~fdd7b92b-49d8-47f0-ab55-4831f1eacb06&fr=SRP%20Job%20Listing"
"284","Information And Communications","Marketing Manager","Regional Marketing Manager","Cordlife Group Limited","Information And Communications","Manager","SGD 4,500 , SGD 6,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/regional-marketing-manager-8901670?jobId=jobstreet-sg-job-8901670&sectionRank=20&token=0~fdd7b92b-49d8-47f0-ab55-4831f1eacb06&fr=SRP%20Job%20Listing"
"285","Information And Communications","Marketing Manager","Marketing Manager (Communications And Liaison)","Skool4kidz Pte Ltd","Information And Communications","Manager","SGD 4,500 , SGD 5,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/marketing-manager-communications-and-liaison-8965173?jobId=jobstreet-sg-job-8965173&sectionRank=37&token=0~ef95be48-98a7-4e50-a8de-b5133b9fd3b6&fr=SRP%20Job%20Listing"
"286","Information And Communications","Marketing Manager","Executive/ Sr Executive, Corporate Communications","Thye Hua Kwan Moral Charities Limited","Information And Communications","Senior Executive","SGD 3,200 , SGD 3,800","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/executive-sr-executive-corporate-communications-8939438?jobId=jobstreet-sg-job-8939438&sectionRank=43&token=0~ef95be48-98a7-4e50-a8de-b5133b9fd3b6&fr=SRP%20Job%20Listing"
"287","Information And Communications","Marketing Manager","Corporate &Amp; Marketing Communications Executive","Metropolitan Ymca Singapore","Information And Communications","Senior Executive","SGD 2,400 , SGD 3,200","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/corporate-marketing-communications-executive-8940117?jobId=jobstreet-sg-job-8940117&sectionRank=47&token=0~ef95be48-98a7-4e50-a8de-b5133b9fd3b6&fr=SRP%20Job%20Listing"
"288","Information And Communications","Marketing Manager","Senior Marketing Communications Executive","Kyndle Pte Ltd","Information And Communications","Senior Executive","SGD 3,000 , SGD 4,200","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/senior-marketing-communications-executive-8980109?jobId=jobstreet-sg-job-8980109&sectionRank=54&token=0~ef95be48-98a7-4e50-a8de-b5133b9fd3b6&fr=SRP%20Job%20Listing"
"289","Information And Communications","Marketing Manager","Marketing Manager","Cal Concept & Lifestyle","Information And Communications","Manager","SGD 3,500 , SGD 5,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/marketing-manager-8991333?jobId=jobstreet-sg-job-8991333&sectionRank=55&token=0~ef95be48-98a7-4e50-a8de-b5133b9fd3b6&fr=SRP%20Job%20Listing"
